s	label	mindatid
gsmin:metalodevite	Metalodèvite	2679
gsmin:metamunirite	Metamunirite	2680
gsmin:metanatroautunite	Metanatroautunite	3705
gsmin:metanovacekite	Metanovácekite	2681
gsmin:metarauchite	Metarauchite	39220
gsmin:metarossite	Metarossite	2682
gsmin:metasaleeite	Metasaléeite	2664
gsmin:metaschoderite	Metaschoderite	2683
gsmin:metaschoepite	Metaschoepite	2684
gsmin:metasideronatrite	Metasideronatrite	2685
gsmin:metastibnite	Metastibnite	2686
gsmin:metastudtite	Metastudtite	2687
gsmin:metaswitzerite	Metaswitzerite	2688
gsmin:metatorbernite	Metatorbernite	2689
gsmin:metatyuyamunite	Metatyuyamunite	2690
gsmin:metauranospinite	Metauranospinite	2667
gsmin:metavandendriesscheite	Metavandendriesscheite	2691
gsmin:metavanmeersscheite	Metavanmeersscheite	2692
gsmin:metavanuralite	Metavanuralite	2693
gsmin:metavariscite	Metavariscite	2694
gsmin:metavauxite	Metavauxite	2621
gsmin:metavivianite	Metavivianite	2695
gsmin:metavoltine	Metavoltine	2696
gsmin:metazellerite	Metazellerite	2697
gsmin:metazeunerite	Metazeunerite	2698
gsmin:meurigite-na	Meurigite-Na	32197
gsmin:meyerhofferite	Meyerhofferite	2699
gsmin:meymacite	Meymacite	2700
gsmin:mgriite	Mgriite	2701
gsmin:miargyrite	Miargyrite	2702
gsmin:miassite	Miassite	7250
gsmin:micagroup	Mica group	6728
gsmin:micheelsenite	Micheelsenite	10390
gsmin:michenerite	Michenerite	2703
gsmin:microsommite	Microsommite	2706
gsmin:middendorfite	Middendorfite	28996
gsmin:miersite	Miersite	2707
gsmin:miessiite	Miessiite	29258
gsmin:miguelromeroite	Miguelromeroite	39333
gsmin:miharaite	Miharaite	2708
gsmin:mikasaite	Mikasaite	2709
gsmin:milarite	Milarite	2710
gsmin:millerite	Millerite	2711
gsmin:millisite	Millisite	2712
gsmin:millosevichite	Millosevichite	2713
gsmin:milotaite	Milotaite	27539
gsmin:mimetite	Mimetite	2714
gsmin:minasgeraisite-y	Minasgeraisite-(Y)	2716
gsmin:minasragrite	Minasragrite	2717
gsmin:mineevite-y	Mineevite-(Y)	2718
gsmin:minehillite	Minehillite	2719
gsmin:minguzzite	Minguzzite	2720
gsmin:minium	Minium	2721
gsmin:minnesotaite	Minnesotaite	2722
gsmin:minohlite	Minohlite	43349
gsmin:minrecordite	Minrecordite	2723
gsmin:minyulite	Minyulite	2724
gsmin:mirabilite	Mirabilite	2725
gsmin:misenite	Misenite	2726
gsmin:miserite	Miserite	2727
gsmin:mitridatite	Mitridatite	2728
gsmin:mitryaevaite	Mitryaevaite	7179
gsmin:mitscherlichite	Mitscherlichite	2729
gsmin:mixite	Mixite	2730
gsmin:miyahisaite	Miyahisaite	42835
gsmin:moctezumite	Moctezumite	2737
gsmin:modderite	Modderite	2738
gsmin:mogovidite	Mogovidite	27487
gsmin:moganite	Mogánite	2739
gsmin:mohite	Mohite	2741
gsmin:mohrite	Mohrite	2742
gsmin:moissanite	Moissanite	2743
gsmin:moluranite	Moluranite	2744
gsmin:molybdenite	Molybdenite	2746
gsmin:molybdite	Molybdite	2748
gsmin:molybdofornacite	Molybdofornacite	2734
gsmin:molybdomenite	Molybdomenite	2733
gsmin:molybdophyllite	Molybdophyllite	2735
gsmin:molysite	Molysite	2749
gsmin:momoiite	Momoiite	39634
gsmin:monazite-ce	Monazite-(Ce)	2751
gsmin:monazite-la	Monazite-(La)	2752
gsmin:monazite-nd	Monazite-(Nd)	2753
gsmin:monazite-sm	Monazite-(Sm)	11438
gsmin:moncheite	Moncheite	2754
gsmin:monetite	Monetite	2755
gsmin:mongolite	Mongolite	2756
gsmin:monimolite	Monimolite	2757
gsmin:monohydrocalcite	Monohydrocalcite	2758
gsmin:montanite	Montanite	2760
gsmin:montbrayite	Montbrayite	2761
gsmin:montdorite	Montdorite	2762
gsmin:montebrasite	Montebrasite	2763
gsmin:monteponite	Monteponite	2764
gsmin:monteregianite-y	Monteregianite-(Y)	2765
gsmin:montesommaite	Montesommaite	2766
gsmin:montetrisaite	Montetrisaite	31665
gsmin:montgomeryite	Montgomeryite	2767
gsmin:monticellite	Monticellite	2768
gsmin:montmorillonite	Montmorillonite	2821
gsmin:montroseite	Montroseite	2769
gsmin:montroyalite	Montroyalite	2770
gsmin:montroydite	Montroydite	2771
gsmin:mooihoekite	Mooihoekite	2772
gsmin:moolooite	Moolooite	2773
gsmin:mooreite	Mooreite	2775
gsmin:moorhouseite	Moorhouseite	2776
gsmin:mopungite	Mopungite	2777
gsmin:moraesite	Moraesite	2778
gsmin:mordenite	Mordenite	2779
gsmin:moreauite	Moreauite	2780
gsmin:morelandite	Morelandite	2781
gsmin:morenosite	Morenosite	2782
gsmin:morimotoite	Morimotoite	2784
gsmin:morinite	Morinite	2785
gsmin:morozeviczite	Morozeviczite	7183
gsmin:moschelite	Moschelite	2788
gsmin:moschellandsbergite	Moschellandsbergite	2789
gsmin:mosesite	Mosesite	2790
gsmin:moskvinite-y	Moskvinite-(Y)	27552
gsmin:mottanaite-ce	Mottanaite-(Ce)	10798
gsmin:mottramite	Mottramite	2792
gsmin:motukoreaite	Motukoreaite	2793
gsmin:mounanaite	Mounanaite	2794
gsmin:mountainite	Mountainite	2795
gsmin:mountkeithite	Mountkeithite	2796
gsmin:mourite	Mourite	2797
gsmin:moydite-y	Moydite-(Y)	2798
gsmin:mozartite	Mozartite	2799
gsmin:mozgovaite	Mozgovaite	7066
gsmin:moeloite	Moëloite	27689
gsmin:mpororoite	Mpororoite	2800
gsmin:mroseite	Mroseite	2802
gsmin:mrazekite	Mrázekite	2801
gsmin:muirite	Muirite	2804
gsmin:mukhinite	Mukhinite	2805
gsmin:mullite	Mullite	2806
gsmin:mummeite	Mummeite	2807
gsmin:munakataite	Munakataite	31727
gsmin:mundite	Mundite	2808
gsmin:mundrabillaite	Mundrabillaite	2809
gsmin:munirite	Munirite	2810
gsmin:murataite-y	Murataite-(Y)	2811
gsmin:murdochite	Murdochite	2812
gsmin:murmanite	Murmanite	2813
gsmin:murunskite	Murunskite	2814
gsmin:muscovite	Muscovite	2815
gsmin:museumite	Museumite	26575
gsmin:mushistonite	Mushistonite	2817
gsmin:muskoxite	Muskoxite	2818
gsmin:muthmannite	Muthmannite	2819
gsmin:mutinaite	Mutinaite	7184
gsmin:mutnovskite	Mutnovskite	27408
gsmin:makinenite	Mäkinenite	2732
gsmin:melonjosephite	Mélonjosephite	2640
gsmin:muckeite	Mückeite	2803
gsmin:nabalamprophyllite	Nabalamprophyllite	26672
gsmin:nabaphite	Nabaphite	2822
gsmin:nabesite	Nabesite	11439
gsmin:nabiasite	Nabiasite	7185
gsmin:nabokoite	Nabokoite	2823
gsmin:nacaphite	Nacaphite	2824
gsmin:nacareniobsite-ce	Nacareniobsite-(Ce)	2825
gsmin:nacrite	Nacrite	2826
gsmin:nadorite	Nadorite	2827
gsmin:nafertisite	Nafertisite	7186
gsmin:nagashimalite	Nagashimalite	2828
gsmin:nagelschmidtite	Nagelschmidtite	2829
gsmin:nagyagite	Nagyágite	2830
gsmin:nahcolite	Nahcolite	2831
gsmin:nahpoite	Nahpoite	2832
gsmin:nakauriite	Nakauriite	2948
gsmin:naldrettite	Naldrettite	27202
gsmin:nalipoite	Nalipoite	2833
gsmin:nalivkinite	Nalivkinite	31307
gsmin:namansilite	Namansilite	2834
gsmin:nambulite	Nambulite	2835
gsmin:namibite	Namibite	2836
gsmin:namuwite	Namuwite	2837
gsmin:nanlingite	Nanlingite	2838
gsmin:nanpingite	Nanpingite	2839
gsmin:nantokite	Nantokite	2840
gsmin:naquite	Naquite	40148
gsmin:narsarsukite	Narsarsukite	2841
gsmin:nashite	Nashite	42727
gsmin:nasinite	Nasinite	2842
gsmin:nasledovite	Nasledovite	2843
gsmin:nasonite	Nasonite	2844
gsmin:nastrophite	Nastrophite	2845
gsmin:natalyite	Natalyite	2846
gsmin:natanite	Natanite	2847
gsmin:natisite	Natisite	2848
gsmin:natrite	Natrite	2849
gsmin:natroalunite	Natroalunite	2850
gsmin:natroboltwoodite	Natroboltwoodite	3692
gsmin:natrochalcite	Natrochalcite	2853
gsmin:natrodufrenite	Natrodufrénite	2854
gsmin:natroglaucocerinite	Natroglaucocerinite	10812
gsmin:natrojarosite	Natrojarosite	2856
gsmin:natrolemoynite	Natrolemoynite	11005
gsmin:natrolite	Natrolite	2947
gsmin:natron	Natron	2858
gsmin:natronambulite	Natronambulite	2859
gsmin:natroniobite	Natroniobite	2860
gsmin:natropharmacoalumite	Natropharmacoalumite	40144
gsmin:natropharmacosiderite	Natropharmacosiderite	3695
gsmin:natrophilite	Natrophilite	2861
gsmin:natrophosphate	Natrophosphate	2862
gsmin:natrosilite	Natrosilite	2863
gsmin:natrotantite	Natrotantite	2864
gsmin:natrotitanite	Natrotitanite	42452
gsmin:natrouranospinite	Natrouranospinite	3693
gsmin:natroxalate	Natroxalate	7187
gsmin:natrozippeite	Natrozippeite	3694
gsmin:naujakasite	Naujakasite	2865
gsmin:naumannite	Naumannite	2866
gsmin:navajoite	Navajoite	2867
gsmin:nchwaningite	Nchwaningite	2868
gsmin:nealite	Nealite	2869
gsmin:nechelyustovite	Nechelyustovite	29548
gsmin:nefedovite	Nefedovite	2870
gsmin:neighborite	Neighborite	2871
gsmin:nekoite	Nekoite	2872
gsmin:nekrasovite	Nekrasovite	2873
gsmin:nelenite	Nelenite	2874
gsmin:neltnerite	Neltnerite	2875
gsmin:nenadkevichite	Nenadkevichite	2877
gsmin:neotocite	Neotocite	2879
gsmin:nepheline	Nepheline	2880
gsmin:nepskoeite	Nepskoeite	7189
gsmin:neptunite	Neptunite	2883
gsmin:neskevaaraite-fe	Neskevaaraite-Fe	25590
gsmin:nesquehonite	Nesquehonite	2885
gsmin:neustadtelite	Neustädtelite	11011
gsmin:nevadaite	Nevadaite	25696
gsmin:nevskite	Nevskite	2886
gsmin:newberyite	Newberyite	2887
gsmin:neyite	Neyite	2888
gsmin:nezilovite	Nežilovite	2888
gsmin:niahite	Niahite	2893
gsmin:nickel	Nickel	2895
gsmin:nickelaustinite	Nickelaustinite	2891
gsmin:nickelbischofite	Nickelbischofite	2892
gsmin:nickelblodite	Nickelblödite	2890
gsmin:nickelboussingaultite	Nickelboussingaultite	2896
gsmin:nickelhexahydrite	Nickelhexahydrite	2889
gsmin:nickeline	Nickeline	2901
gsmin:nickellotharmeyerite	Nickellotharmeyerite	11004
gsmin:nickelphosphide	Nickelphosphide	7191
gsmin:nickelschneebergite	Nickelschneebergite	11379
gsmin:nickelskutterudite	Nickelskutterudite	2897
gsmin:nickeltalmessite	Nickeltalmessite	39217
gsmin:nickelzippeite	Nickelzippeite	2898
gsmin:nickenichite	Nickenichite	2900
gsmin:niedermayrite	Niedermayrite	7192
gsmin:nielsbohrite	Nielsbohrite	32208
gsmin:nielsenite	Nielsenite	26983
gsmin:nifontovite	Nifontovite	2902
gsmin:niggliite	Niggliite	2904
gsmin:nikischerite	Nikischerite	10934
gsmin:niksergievite	Niksergievite	27571
gsmin:nimite	Nimite	2905
gsmin:ningyoite	Ningyoite	2906
gsmin:nioboaeschynite-ce	Nioboaeschynite-(Ce)	2908
gsmin:nioboaeschynite-y	Nioboaeschynite-(Y)	29550
gsmin:niobocarbide	Niobocarbide	7196
gsmin:niobokupletskite	Niobokupletskite	7098
gsmin:niobophyllite	Niobophyllite	2911
gsmin:niocalite	Niocalite	2913
gsmin:nisbite	Nisbite	2914
gsmin:nisnite	Nisnite	39870
gsmin:nissonite	Nissonite	2915
gsmin:niter	Niter	2917
gsmin:nitratine	Nitratine	2916
gsmin:nitrobarite	Nitrobarite	2918
gsmin:nitrocalcite	Nitrocalcite	2919
gsmin:nitromagnesite	Nitromagnesite	2920
gsmin:niveolanite	Niveolanite	32289
gsmin:nobleite	Nobleite	7197
gsmin:noelbensonite	Noelbensonite	2923
gsmin:nolanite	Nolanite	2922
gsmin:nontronite	Nontronite	2924
gsmin:noonkanbahite	Noonkanbahite	39304
gsmin:norbergite	Norbergite	2925
gsmin:nordenskioldine	Nordenskiöldine	2926
gsmin:nordgauite	Nordgauite	40535
gsmin:nordite-la	Nordite-(La)	2929
gsmin:nordstrandite	Nordstrandite	2930
gsmin:nordstromite	Nordströmite	2931
gsmin:normandite	Normandite	2932
gsmin:norrishite	Norrishite	2933
gsmin:norsethite	Norsethite	2934
gsmin:northupite	Northupite	2935
gsmin:nosean	Nosean	2936
gsmin:novgorodovaite	Novgorodovaite	11432
gsmin:novodneprite	Novodneprite	27447
gsmin:novacekite-ii	Novácekite-II	39584
gsmin:novakite	Novákite	2938
gsmin:nowackiite	Nowackiite	2939
gsmin:nsutite	Nsutite	2940
gsmin:nuffieldite	Nuffieldite	2941
gsmin:nukundamite	Nukundamite	2942
gsmin:nullaginite	Nullaginite	2943
gsmin:numanoite	Numanoite	29100
gsmin:nyboite	Nybøite	2944
gsmin:nyerereite	Nyerereite	2945
gsmin:nyholmite	Nyholmite	39210
gsmin:nepouite	Népouite	2882
gsmin:odanielite	O'danielite	2949
gsmin:oboyerite	Oboyerite	3055
gsmin:obradovicite-nacu	Obradovicite-NaCu	41948
gsmin:obradovicite-nana	Obradovicite-NaNa	41949
gsmin:odinite	Odinite	2957
gsmin:odintsovite	Odintsovite	7200
gsmin:oenite	Oenite	7201
gsmin:offretite	Offretite	2960
gsmin:oftedalite	Oftedalite	27498
gsmin:ogdensburgite	Ogdensburgite	2962
gsmin:ohmilite	Ohmilite	2963
gsmin:ojuelaite	Ojuelaite	2965
gsmin:okanoganite-y	Okanoganite-(Y)	2966
gsmin:okayamalite	Okayamalite	7202
gsmin:okenite	Okenite	2967
gsmin:okhotskite	Okhotskite	2968
gsmin:oldhamite	Oldhamite	2970
gsmin:olekminskite	Olekminskite	2971
gsmin:olenite	Olenite	2972
gsmin:olgite	Olgite	2973
gsmin:olivenite	Olivenite	2981
gsmin:olkhonskite	Olkhonskite	2985
gsmin:olmiite	Olmiite	30762
gsmin:olmsteadite	Olmsteadite	2986
gsmin:olsacherite	Olsacherite	2987
gsmin:olshanskyite	Olshanskyite	2988
gsmin:olympite	Olympite	2989
gsmin:omeiite	Omeiite	2990
gsmin:ominelite	Ominelite	10796
gsmin:omongwaite	Omongwaite	38831
gsmin:omphacite	Omphacite	2991
gsmin:omsite	Omsite	43284
gsmin:ondrusite	Ondrušite	11006
gsmin:oneillite	Oneillite	7205
gsmin:onoratoite	Onoratoite	2997
gsmin:oosterboschite	Oosterboschite	3002
gsmin:opal	Opal	3004
gsmin:orcelite	Orcelite	3012
gsmin:ordonezite	Ordoñezite	3014
gsmin:oregonite	Oregonite	3015
gsmin:organovaite-zn	Organovaite-Zn	29113
gsmin:orickite	Orickite	3016
gsmin:orientite	Orientite	3017
gsmin:orlandiite	Orlandiite	7056
gsmin:orlymanite	Orlymanite	3019
gsmin:orpiment	Orpiment	3021
gsmin:orschallite	Orschallite	3022
gsmin:orthobrannerite	Orthobrannerite	3023
gsmin:orthojoaquinite-ce	Orthojoaquinite-(Ce)	3029
gsmin:orthojoaquinite-la	Orthojoaquinite-(La)	10392
gsmin:orthominasragrite	Orthominasragrite	11007
gsmin:orthopinakiolite	Orthopinakiolite	3030
gsmin:orthoserpierite	Orthoserpierite	3031
gsmin:orthowalpurgite	Orthowalpurgite	3032
gsmin:osakaite	Osakaite	31498
gsmin:osarizawaite	Osarizawaite	3033
gsmin:osarsite	Osarsite	3034
gsmin:osbornite	Osbornite	3035
gsmin:oscarkempffite	Oscarkempffite	41958
gsmin:osmium	Osmium	3037
gsmin:osumilite	Osumilite	3039
gsmin:osumilite-mg	Osumilite-(Mg)	3038
gsmin:oswaldpeetersite	Oswaldpeetersite	10997
gsmin:otavite	Otavite	3040
gsmin:otjisumeite	Otjisumeite	3041
gsmin:ottemannite	Ottemannite	3042
gsmin:ottensite	Ottensite	29259
gsmin:ottoite	Ottoite	39834
gsmin:ottrelite	Ottrélite	3043
gsmin:otwayite	Otwayite	3044
gsmin:oulankaite	Oulankaite	3045
gsmin:ourayite	Ourayite	3046
gsmin:oursinite	Oursinite	3047
gsmin:ovamboite	Ovamboite	26581
gsmin:overite	Overite	3048
gsmin:owensite	Owensite	7211
gsmin:owyheeite	Owyheeite	3049
gsmin:oxammite	Oxammite	3050
gsmin:oxy-chromium-dravite	Oxy-chromium-dravite	42725
gsmin:oxy-dravite	Oxy-dravite	10966
gsmin:oxy-schorl	Oxy-schorl	40465
gsmin:oxy-vanadium-dravite	Oxy-vanadium-dravite	10380
gsmin:oxycalciopyrochlore	Oxycalciopyrochlore	40342
gsmin:oxycalcioromeite	Oxycalcioroméite	40368
gsmin:oxykinoshitalite	Oxykinoshitalite	27464
gsmin:oxyphlogopite	Oxyphlogopite	39713
gsmin:oxystannomicrolite	Oxystannomicrolite	3749
gsmin:oxystibiomicrolite	Oxystibiomicrolite	3738
gsmin:oxyvanite	Oxyvanite	39006
gsmin:oyelite	Oyelite	3053
gsmin:paarite	Paarite	3053
gsmin:pabstite	Pabstite	3057
gsmin:paceite	Paceite	10918
gsmin:pachnolite	Pachnolite	3058
gsmin:paderaite	Paderaite	3059
gsmin:padmaite	Padmaite	3060
gsmin:paganoite	Paganoite	7104
gsmin:pahasapaite	Pahasapaite	3062
gsmin:painite	Painite	3063
gsmin:pakhomovskyite	Pakhomovskyite	27472
gsmin:palarstanide	Palarstanide	3064
gsmin:palenzonaite	Palenzonaite	3065
gsmin:palermoite	Palermoite	3066
gsmin:palladium	Palladium	3067
gsmin:palladoarsenide	Palladoarsenide	3068
gsmin:palladobismutharsenide	Palladobismutharsenide	3069
gsmin:palladodymite	Palladodymite	7214
gsmin:palladseite	Palladseite	3070
gsmin:palmierite	Palmierite	3071
gsmin:palygorskite	Palygorskite	3072
gsmin:panasqueiraite	Panasqueiraite	3073
gsmin:panichiite	Panichiite	35969
gsmin:panunzite	Panunzite	3075
gsmin:paolovite	Paolovite	3076
gsmin:papagoite	Papagoite	3077
gsmin:para-alumohydrocalcite	Para-alumohydrocalcite	3078
gsmin:parabrandtite	Parabrandtite	3080
gsmin:parabutlerite	Parabutlerite	3081
gsmin:paracoquimbite	Paracoquimbite	3084
gsmin:paracostibite	Paracostibite	3085
gsmin:paradamite	Paradamite	3086
gsmin:paradocrasite	Paradocrasite	3087
gsmin:paraershovite	Paraershovite	39560
gsmin:parafransoletite	Parafransoletite	3089
gsmin:parageorgbokiite	Parageorgbokiite	29093
gsmin:paragonite	Paragonite	3090
gsmin:paraguanajuatite	Paraguanajuatite	3091
gsmin:parahopeite	Parahopeite	3092
gsmin:parakeldyshite	Parakeldyshite	3094
gsmin:parakuzmenkoite-fe	Parakuzmenkoite-Fe	29142
gsmin:paralabuntsovite-mg	Paralabuntsovite-Mg	27561
gsmin:paralaurionite	Paralaurionite	3096
gsmin:paralstonite	Paralstonite	3097
gsmin:paramelaconite	Paramelaconite	3098
gsmin:paramendozavilite	Paramendozavilite	3099
gsmin:paramontroseite	Paramontroseite	3100
gsmin:paranatisite	Paranatisite	3101
gsmin:paranatrolite	Paranatrolite	3102
gsmin:paraniite-y	Paraniite-(Y)	7215
gsmin:paraotwayite	Paraotwayite	3104
gsmin:parapierrotite	Parapierrotite	3105
gsmin:pararammelsbergite	Pararammelsbergite	3106
gsmin:pararealgar	Pararealgar	3107
gsmin:pararobertsite	Pararobertsite	3108
gsmin:pararsenolamprite	Pararsenolamprite	10994
gsmin:paraschachnerite	Paraschachnerite	3109
gsmin:paraschoepite	Paraschoepite	3110
gsmin:parascholzite	Parascholzite	3111
gsmin:parascorodite	Parascorodite	7216
gsmin:parasibirskite	Parasibirskite	7217
gsmin:parasterryite	Parasterryite	40289
gsmin:parasymplesite	Parasymplesite	3114
gsmin:paratacamite	Paratacamite	3115
gsmin:paratellurite	Paratellurite	3116
gsmin:paratimroseite	Paratimroseite	39838
gsmin:paratooite-la	Paratooite-(La)	27579
gsmin:paratsepinite-ba	Paratsepinite-Ba	26356
gsmin:paratsepinite-na	Paratsepinite-Na	27504
gsmin:paraumbite	Paraumbite	3117
gsmin:paravauxite	Paravauxite	3118
gsmin:paravinogradovite	Paravinogradovite	25599
gsmin:pargasite	Pargasite	3119
gsmin:parisite-ce	Parisite-(Ce)	3120
gsmin:parkerite	Parkerite	3122
gsmin:parkinsonite	Parkinsonite	3123
gsmin:parnauite	Parnauite	3124
gsmin:parsettensite	Parsettensite	3125
gsmin:parsonsite	Parsonsite	3126
gsmin:partheite	Parthéite	3127
gsmin:parwanite	Parwanite	31409
gsmin:parwelite	Parwelite	3129
gsmin:paradsasvarite	Parádsasvárite	43597
gsmin:pascoite	Pascoite	3130
gsmin:paseroite	Paseroite	42381
gsmin:patronite	Patrónite	3131
gsmin:pattersonite	Pattersonite	28951
gsmin:pauflerite	Pauflerite	27443
gsmin:paulingite-k	Paulingite-K	7219
gsmin:paulkellerite	Paulkellerite	3133
gsmin:paulkerrite	Paulkerrite	3134
gsmin:paulmooreite	Paulmooreite	3135
gsmin:paulscherrerite	Paulscherrerite	38700
gsmin:pautovite	Pautovite	27200
gsmin:pavlovskyite	Pavlovskyite	41146
gsmin:pavonite	Pavonite	3136
gsmin:paxite	Paxite	3137
gsmin:pasavaite	Pašavaite	3129
gsmin:pearceite	Pearceite	3138
gsmin:peatite-y	Peatite-(Y)	39554
gsmin:pecoraite	Pecoraite	3139
gsmin:pectolite	Pectolite	3141
gsmin:peisleyite	Peisleyite	3143
gsmin:pekoite	Pekoite	3144
gsmin:pekovite	Pekovite	25700
gsmin:pellouxite	Pellouxite	25602
gsmin:pellyite	Pellyite	3145
gsmin:penfieldite	Penfieldite	3146
gsmin:penikisite	Penikisite	3148
gsmin:penkvilksite	Penkvilksite	3149
gsmin:pennantite	Pennantite	3150
gsmin:penobsquisite	Penobsquisite	7223
gsmin:penroseite	Penroseite	3151
gsmin:pentagonite	Pentagonite	3152
gsmin:pentahydrite	Pentahydrite	3153
gsmin:pentahydroborite	Pentahydroborite	3154
gsmin:pentlandite	Pentlandite	3155
gsmin:penzhinite	Penzhinite	3156
gsmin:peprossiite-ce	Peprossiite-(Ce)	3157
gsmin:perboeite-ce	Perbøeite-(Ce)	42352
gsmin:perboeite-la	Perbøeite-(La)	53352
gsmin:percleveite-ce	Percleveite-(Ce)	11464
gsmin:peretaite	Peretaite	3159
gsmin:perhamite	Perhamite	3160
gsmin:periclase	Periclase	3161
gsmin:perite	Perite	3162
gsmin:perlialite	Perlialite	3163
gsmin:perloffite	Perloffite	3164
gsmin:permingeatite	Permingeatite	3165
gsmin:perovskite	Perovskite	3166
gsmin:perraultite	Perraultite	3167
gsmin:perrierite-ce	Perrierite-(Ce)	3168
gsmin:perrierite-la	Perrierite-(La)	29144
gsmin:perroudite	Perroudite	3169
gsmin:pertlikite	Pertlikite	36064
gsmin:pertsevite-f	Pertsevite-(F)	25644
gsmin:pertsevite-oh	Pertsevite-(OH)	7660
gsmin:petalite	Petalite	3171
gsmin:petarasite	Petarasite	3172
gsmin:petedunnite	Petedunnite	3173
gsmin:peterbaylissite	Peterbaylissite	7226
gsmin:petersenite-ce	Petersenite-(Ce)	3174
gsmin:petersite-y	Petersite-(Y)	3175
gsmin:petewilliamsite	Petewilliamsite	26522
gsmin:petitjeanite	Petitjeanite	3329
gsmin:petrovicite	Petrovicite	3176
gsmin:petrovskaite	Petrovskaite	3177
gsmin:petrukite	Petrukite	3178
gsmin:petscheckite	Petscheckite	3179
gsmin:petterdite	Petterdite	7099
gsmin:petzite	Petzite	3180
gsmin:pezzottaite	Pezzottaite	25652
gsmin:pharmacoalumite	Pharmacoalumite	158
gsmin:pharmacolite	Pharmacolite	3184
gsmin:pharmacosiderite	Pharmacosiderite	3185
gsmin:phaunouxite	Phaunouxite	3186
gsmin:phenakite	Phenakite	3188
gsmin:philipsbornite	Philipsbornite	3190
gsmin:philipsburgite	Philipsburgite	3191
gsmin:phillipsite-k	Phillipsite-K	7228
gsmin:phillipsite-na	Phillipsite-Na	7229
gsmin:philolithite	Philolithite	7230
gsmin:phlogopite	Phlogopite	3193
gsmin:phoenicochroite	Phoenicochroite	3194
gsmin:phosgenite	Phosgenite	3195
gsmin:phosinaite-ce	Phosinaite-(Ce)	7231
gsmin:phosphammite	Phosphammite	3197
gsmin:phosphoellenbergerite	Phosphoellenbergerite	7232
gsmin:phosphoferrite	Phosphoferrite	3199
gsmin:phosphofibrite	Phosphofibrite	3200
gsmin:phosphogartrellite	Phosphogartrellite	7233
gsmin:phosphohedyphane	Phosphohedyphane	27608
gsmin:phosphoinnelite	Phosphoinnelite	27577
gsmin:phosphophyllite	Phosphophyllite	3181
gsmin:phosphorrosslerite	Phosphorrösslerite	3183
gsmin:phosphosiderite	Phosphosiderite	3187
gsmin:phosphovanadylite-ba	Phosphovanadylite-Ba	7234
gsmin:phosphovanadylite-ca	Phosphovanadylite-Ca	42729
gsmin:phosphowalpurgite	Phosphowalpurgite	25692
gsmin:phosphuranylite	Phosphuranylite	3182
gsmin:phuralumite	Phuralumite	3201
gsmin:phurcalite	Phurcalite	3202
gsmin:phyllotungstite	Phyllotungstite	3203
gsmin:pickeringite	Pickeringite	3204
gsmin:picotpaulite	Picotpaulite	3205
gsmin:picromerite	Picromerite	3206
gsmin:picropharmacolite	Picropharmacolite	3207
gsmin:piemontite	Piemontite	3208
gsmin:piemontite-pb	Piemontite-(Pb)	42876
gsmin:piemontite-sr	Piemontite-(Sr)	3773
gsmin:piergorite-ce	Piergorite-(Ce)	27426
gsmin:pierrotite	Pierrotite	3209
gsmin:pigeonite	Pigeonite	3210
gsmin:pillaite	Pillaite	10318
gsmin:pilsenite	Pilsenite	3213
gsmin:pinakiolite	Pinakiolite	3214
gsmin:pinalite	Pinalite	3215
gsmin:pinchite	Pinchite	3216
gsmin:pingguite	Pingguite	7237
gsmin:pinnoite	Pinnoite	3217
gsmin:pintadoite	Pintadoite	3218
gsmin:piretite	Piretite	7238
gsmin:pirquitasite	Pirquitasite	3219
gsmin:pirssonite	Pirssonite	3220
gsmin:pitiglianoite	Pitiglianoite	3223
gsmin:pitticite	Pitticite	3224
gsmin:pittongite	Pittongite	29549
gsmin:piypite	Piypite	3225
gsmin:pizgrischite	Pizgrischite	11109
gsmin:plagionite	Plagionite	3232
gsmin:plancheite	Plancheite	3233
gsmin:planerite	Planerite	3234
gsmin:platarsite	Platarsite	3235
gsmin:platinum	Platinum	3236
gsmin:plattnerite	Plattnerite	3237
gsmin:playfairite	Playfairite	3239
gsmin:plimerite	Plimerite	36041
gsmin:plombierite	Plombièrite	3242
gsmin:plumboagardite	Plumboagardite	27382
gsmin:plumboferrite	Plumboferrite	3246
gsmin:plumbogummite	Plumbogummite	3247
gsmin:plumbojarosite	Plumbojarosite	3248
gsmin:plumbonacrite	Plumbonacrite	3229
gsmin:plumbopalladinite	Plumbopalladinite	3240
gsmin:plumbophyllite	Plumbophyllite	38703
gsmin:plumboselite	Plumboselite	40515
gsmin:plumbotellurite	Plumbotellurite	3227
gsmin:plumbotsumite	Plumbotsumite	3230
gsmin:podlesnoite	Podlesnoite	30907
gsmin:poitevinite	Poitevinite	3249
gsmin:pokrovskite	Pokrovskite	3250
gsmin:polarite	Polarite	3251
gsmin:poldervaartite	Poldervaartite	3252
gsmin:polezhaevaite-ce	Polezhaevaite-(Ce)	39550
gsmin:polhemusite	Polhemusite	3253
gsmin:polkanovite	Polkanovite	7240
gsmin:polkovicite	Polkovicite	3254
gsmin:pollucite	Pollucite	3255
gsmin:polyakovite-ce	Polyakovite-(Ce)	10397
gsmin:polybasite	Polybasite	3256
gsmin:polycrase-y	Polycrase-(Y)	3257
gsmin:polydymite	Polydymite	3258
gsmin:polyhalite	Polyhalite	3259
