label	s	strunz
Mazzite-Mg	gcmin:mazzite-mg	09.GC.20
Mazzite-Na	gcmin:mazzite-na	09.GC.20
Mbobomkulite	gcmin:mbobomkulite	05.ND.10
Mcallisterite	gcmin:mcallisterite	06.FA.10
Mcalpineite	gcmin:mcalpineite	07.DE.55
Mcauslanite	gcmin:mcauslanite	0
Mcbirneyite	gcmin:mcbirneyite	08.AB.35
Mcconnellite	gcmin:mcconnellite	04.AB.15
Mccrillisite	gcmin:mccrillisite	08.CA.20
Mcgillite	gcmin:mcgillite	09.EE.10
Mcgovernite	gcmin:mcgovernite	08.BE.45
Mcguinnessite	gcmin:mcguinnessite	05.BA.10
Mckelveyite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/55239>	
Mckelveyite-(Y)	gcmin:mckelveyite-y	05.CC.05
Mckinstryite	gcmin:mckinstryite	02.BA.40
Mcnearite	gcmin:mcnearite	08.CJ.55
Medaite	gcmin:medaite	09.BJ.30
Medenbachite	gcmin:medenbachite	08.BK.10
Mega-tektoborate	strunz:s06_GD	
Megacyclite	gcmin:megacyclite	09.CP.10
Megakalsilite	gcmin:megakalsilite	09.FA.05
Megawite	gcmin:megawite	04.CC.30
Meionite	gcmin:meionite	09.FB.15
Meitnerite	gcmin:meitnerite	07.EB.05
Meixnerite	gcmin:meixnerite	04.FL.05
Mejillonesite	gcmin:mejillonesite	08.D0.??
Melanocerite-(Ce)	gcmin:melanocerite-ce	09.AJ.20
Melanophlogite	gcmin:melanophlogite	04.DA.25
Melanostibite	gcmin:melanostibite	04.CB.05
Melanotekite	gcmin:melanotekite	09.BE.80
Melanothallite	gcmin:melanothallite	03.DA.05
Melanovanadite	gcmin:melanovanadite	04.HE.05
Melanterite	gcmin:melanterite	07.CB.35
Melanterite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29309>	
Melilite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29310>	
Meliphanite	gcmin:meliphanite	09.DP.05
Melkovite	gcmin:melkovite	08.DM.15
Mellite	gcmin:mellite	10.AC.05
Melonite	gcmin:melonite	02.EA.20
Melonite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/53591>	
Menchettiite	gcmin:menchettiite	02.JB.40a
Mendeleevite-(Ce)	gcmin:mendeleevite-ce	09.??
Mendigite	gcmin:mendigite	09
Mendipite	gcmin:mendipite	03.DC.70
Mendozavilite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43313>	
Mendozavilite-KCa	gcmin:mendozavilite-kca	07.GB.50
Mendozavilite-NaCu	gcmin:mendozavilite-nacu	07.GB.45?
Mendozavilite-NaFe	gcmin:mendozavilite-nafe	07.GB.45
Mendozite	gcmin:mendozite	07.CC.15
Meneghinite	gcmin:meneghinite	02.HB.05b
Meneghinite Homologous Series	<https://w3id.org/geochem/1.0/min/grouplexicon/51380>	
Menezesite	gcmin:menezesite	04.FN.05
Meniaylovite	gcmin:meniaylovite	03.CG.10
Menshikovite	gcmin:menshikovite	02.AC.20c
Menzerite-(Y)	gcmin:menzerite-y	09.AD.??
Mercallite	gcmin:mercallite	07.AD.10
Mercury	gcmin:mercury	01.AD.05
Mercury-amalgam family	strunz:s01_AD	
Mereheadite	gcmin:mereheadite	03.DC.45
Mereiterite	gcmin:mereiterite	07.CC.55
Merenskyite	gcmin:merenskyite	02.EA.20
Meridianiite	gcmin:meridianiite	07.CB.90
Merlinoite	gcmin:merlinoite	09.GC.15
Merrihueite	gcmin:merrihueite	09.CM.05
Merrillite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/55746>	
Merrillite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/55119>	
Mertieite-II	gcmin:mertieite-ii	02.AC.15b
Merwinite	gcmin:merwinite	09.AD.15
Mesolite	gcmin:mesolite	09.GA.05
Messelite	gcmin:messelite	08.CG.05
Meta-aluminite	gcmin:meta-aluminite	07.DC.05
Meta-alunogen	gcmin:meta-alunogen	07.CB.45
Meta-ankoleite	gcmin:meta-ankoleite	08.EB.15
Meta-autunite	gcmin:meta-autunite	08.EB.10
Meta-autunite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29311>	
Metaborite	gcmin:metaborite	06.GD.10
Metacalciouranoite	gcmin:metacalciouranoite	04.GB.20
Metacinnabar	gcmin:metacinnabar	02.CB.05a
Metadelrioite	gcmin:metadelrioite	04.HG.40
Metahaiweeite	gcmin:metahaiweeite	09.AK.25
Metaheinrichite	gcmin:metaheinrichite	08.EB.10
Metahewettite	gcmin:metahewettite	04.HE.15
Metahohmannite	gcmin:metahohmannite	07.DB.30
Metakahlerite	gcmin:metakahlerite	08.EB.10
Metakirchheimerite	gcmin:metakirchheimerite	08.EB.10
Metaköttigite	gcmin:metakottigite	08.CE.85
Metal sulfide (M = S) with Cu	strunz:s02_CA	
"Metal sulfide (M = S) with Ni, Fe, Co, PGE, etc."	strunz:s02_CC	
"Metal sulfide (M = S) with Sn, Pb, Hg, etc."	strunz:s02_CD	
"Metal sulfide (M = S) with Zn, Fe, Cu, Ag, etc."	strunz:s02_CB	
Metal sulfide (M:S = 2:3)	strunz:s02_DB	
Metal sulfide (M:S = 3:4)	strunz:s02_DA	
Metal sulfide (M:S variable)	strunz:s02_DC	
"Metal sulfide M:S > 1:1 with Cu, Ag, Au"	strunz:s02_BA	
"Metal sulfide M:S > 1:1 with Hg, Tl"	strunz:s02_BD	
Metal sulfide M:S > 1:1 with Ni	strunz:s02_BB	
Metal sulfide M:S > 1:1 with Pb (Bi)	strunz:s02_BE	
"Metal sulfide M:S > 1:1 with Rh, Pd, Pt, etc."	strunz:s02_BC	
"Metal sulfide, M: S <= 1:2 with Cu, Ag, Au"	strunz:s02_EA	
"Metal sulfide, M: S <= 1:2 with Fe, Co, Ni, PGE, etc."	strunz:s02_EB	
"Metal sulfide, M:S = 1:>2"	strunz:s02_EC	
"Metallic Carbides, Silicides, Nitrides and Phosphides"	strunz:s01_B	
Metalloid or Nonmetal	strunz:s01_C	
Metalodèvite	gcmin:metalodevite	08.ED.10
Metamunirite	gcmin:metamunirite	04.HD.20
Metanatroautunite	gcmin:metanatroautunite	08.??
Metanovácekite	gcmin:metanovacekite	0
Metarauchite	gcmin:metarauchite	08.EB.05
Metarossite	gcmin:metarossite	04.HD.10
Metasaléeite	gcmin:metasaleeite	08.EB.10
Metaschoderite	gcmin:metaschoderite	08.CE.70
Metaschoepite	gcmin:metaschoepite	04.GA.05
Metasideronatrite	gcmin:metasideronatrite	07.DF.20
Metastibnite	gcmin:metastibnite	02.DB.05
Metastudtite	gcmin:metastudtite	04.GA.15
Metaswitzerite	gcmin:metaswitzerite	08.CE.25
Metathénardite	gcmin:metathenardite	07.AD.30
Metatorbernite	gcmin:metatorbernite	08.EB.10
Metatyuyamunite	gcmin:metatyuyamunite	04.HB.25
Metauranopilite	gcmin:metauranopilite	07.EA.05
Metauranospinite	gcmin:metauranospinite	08.EB.10
Metauroxite	gcmin:metauroxite	10.AB.52
Metavandendriesscheite	gcmin:metavandendriesscheite	04.GB.40
Metavanmeersscheite	gcmin:metavanmeersscheite	08.EC.20
Metavanuralite	gcmin:metavanuralite	04.HB.20
Metavariscite	gcmin:metavariscite	08.CD.05
Metavariscite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/31966>	
Metavauxite	gcmin:metavauxite	08.DC.25
Metavivianite	gcmin:metavivianite	0
Metavoltine	gcmin:metavoltine	07.DF.35
Metazellerite	gcmin:metazellerite	05.EC.10
Metazeunerite	gcmin:metazeunerite	08.EB.10
Meurigite-K	gcmin:meurigite-k	08.DJ.20
Meurigite-Na	gcmin:meurigite-na	08.DJ.20
Meyerhofferite	gcmin:meyerhofferite	06.CA.30
Meymacite	gcmin:meymacite	04.FJ.05
Mgriite	gcmin:mgriite	02.LA.45
Mianningite	gcmin:mianningite	04.CC.20
Miargyrite	gcmin:miargyrite	02.HA.10
Miassite	gcmin:miassite	02.BC.05
Mica	gcmin:mica	
Mica Group	<https://w3id.org/geochem/1.0/min/grouplexicon/6728>	
Mica group	gcmin:micagroup	
Micheelsenite	gcmin:micheelsenite	08.DO.30
Michenerite	gcmin:michenerite	02.EB.25
Microcline	gcmin:microcline	09.FA.30
Microlite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/2705>	
Microsommite	gcmin:microsommite	09.FB.05
Middendorfite	gcmin:middendorfite	09.EJ.10
Middlebackite	gcmin:middlebackite	10.AB.50
Miersite	gcmin:miersite	03.AA.05
Miessiite	gcmin:miessiite	02.AC.15a
Miguelromeroite	gcmin:miguelromeroite	08.CB.10
Miharaite	gcmin:miharaite	02.LB.05
Mikasaite	gcmin:mikasaite	07.AB.05
Milanriederite	gcmin:milanriederite	09.BG.35
Milarite	gcmin:milarite	09.CM.05
Millerite	gcmin:millerite	02.CC.20
Millisite	gcmin:millisite	08.DL.10
Millosevichite	gcmin:millosevichite	07.AB.05
Milotaite	gcmin:milotaite	02.EB.25
Mimetite	gcmin:mimetite	08.BN.05
Minakawaite	gcmin:minakawaite	02.CC.15
Minasgeraisite-(Y)	gcmin:minasgeraisite-y	09.AJ.20
Minasragrite	gcmin:minasragrite	07.DB.20
Minasragrite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/40542>	
Mineevite-(Y)	gcmin:mineevite-y	05.BF.25
Minehillite	gcmin:minehillite	09.EE.75
Mineral	gsog:Mineral_Material	
Minguzzite	gcmin:minguzzite	10.AB.25
Minium	gcmin:minium	04.BD.05
Minium Group	<https://w3id.org/geochem/1.0/min/grouplexicon/470788>	
Minnesotaite	gcmin:minnesotaite	09.EC.05
Minohlite	gcmin:minohlite	07.DD.50
Minrecordite	gcmin:minrecordite	05.AB.10
Minyulite	gcmin:minyulite	08.DH.05
Mirabilite	gcmin:mirabilite	07.CD.10
Misakiite	gcmin:misakiite	03.DA.10c
"Miscellaneous Elements, alloys"	strunz:s01_AH	
Miscellaneous Organic Mineral	strunz:s10_C	
Miscellaneous Organic Mineral	strunz:s10_CA	
Misenite	gcmin:misenite	07.AD.15
Miserite	gcmin:miserite	09.DG.85
Mitridatite	gcmin:mitridatite	08.DH.30
Mitridatite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43225>	
Mitryaevaite	gcmin:mitryaevaite	08.DB.25
Mitscherlichite	gcmin:mitscherlichite	03.CJ.15
Mixed-layer clay minerals	<https://w3id.org/geochem/1.0/min/grouplexicon/470677>	
Mixite	gcmin:mixite	08.DL.15
Mixite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29312>	
Miyahisaite	gcmin:miyahisaite	08.??
Moabite	gcmin:moabite	08.BB
Moctezumite	gcmin:moctezumite	04.JK.65
Modderite	gcmin:modderite	02.CC.15
Modular Inosilicate-Sorosilicate Structure	strunz:s09_DQ	
Mogovidite	gcmin:mogovidite	09.CO.10
Mogánite	gcmin:moganite	04.DA.20
Mohite	gcmin:mohite	02.CB.15b
Mohrite	gcmin:mohrite	07.CC.60
Moissanite	gcmin:moissanite	01.DA.05
Mojaveite	gcmin:mojaveite	07.BB.80
Molinelloite	gcmin:molinelloite	08.DC.67
Moluranite	gcmin:moluranite	07.HA.15
"Molybdate, Wolframate or Niobate"	strunz:s07_G	
"Molybdate, Wolframate or Niobate, With additional anions and/or H2O"	strunz:s07_GB	
"Molybdate, Wolframate or Niobate, Without additional anions or H2O"	strunz:s07_GA	
Molybdenite	gcmin:molybdenite	02.EA.30
Molybdenite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/34951>	
Molybdite	gcmin:molybdite	04.E
Molybdofornacite	gcmin:molybdofornacite	07.FC.10
Molybdomenite	gcmin:molybdomenite	04.JF.05
Molybdophyllite	gcmin:molybdophyllite	09.HH.25
Molysite	gcmin:molysite	03.AC.10
Momoiite	gcmin:momoiite	09.AD.25
Monazite	<https://w3id.org/geochem/1.0/min/grouplexicon/2750>	
Monazite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29313>	
Monazite-(Ce)	gcmin:monazite-ce	08.AD.50
Monazite-(Gd)	gcmin:monazite-gd	08.AD
Monazite-(La)	gcmin:monazite-la	08.AD.50
Monazite-(Nd)	gcmin:monazite-nd	08.AD.50
Monazite-(Sm)	gcmin:monazite-sm	08.AD.50
Moncheite	gcmin:moncheite	02.EA.20
Monetite	gcmin:monetite	08.AD.10
Mongolite	gcmin:mongolite	09.HF.05
Monimolite	gcmin:monimolite	0
Monoborate	strunz:s06_A	
"Monoborate, B(O,OH)4, without and with additional anions; 1(T), 1(T)+OH, etc"	strunz:s06_AC	
"Monoborate, BO3, with additional anions; 1(D) + OH, etc."	strunz:s06_AB	
"Monoborate, BO3, without additional anions; 1(D)."	strunz:s06_AA	
Monohydrocalcite	gcmin:monohydrocalcite	05.CB.20
Montanite	gcmin:montanite	07.CD.60
Montbrayite	gcmin:montbrayite	02.DB.20
Montdorite	gcmin:montdorite	09.EC.15
Montebrasite	gcmin:montebrasite	08.BB.05
Monteponite	gcmin:monteponite	04.AB.25
Monteregianite-(Y)	gcmin:monteregianite-y	09.EB.15
Montesommaite	gcmin:montesommaite	09.GB.30
Montetrisaite	gcmin:montetrisaite	07.DD.85
Montgomeryite	gcmin:montgomeryite	08.DH.25
Montgomeryite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/53588>	
Monticellite	gcmin:monticellite	09.AC.10
Montmorillonite	gcmin:montmorillonite	09.EC.40
Montroseite	gcmin:montroseite	04.FD.10
Montroyalite	gcmin:montroyalite	05.DB.10
Montroydite	gcmin:montroydite	04.AC.15
Mooihoekite	gcmin:mooihoekite	02.CB.10b
Moolooite	gcmin:moolooite	10.AB.15
Mooreite	gcmin:mooreite	07.DD.45
Moorhouseite	gcmin:moorhouseite	07.CB.25
Mopungite	gcmin:mopungite	04.FC.15
Moraesite	gcmin:moraesite	08.DA.05
Mordenite	gcmin:mordenite	09.GD.35
Moreauite	gcmin:moreauite	08.ED.05
Morelandite	gcmin:morelandite	08.BN.05
Morenosite	gcmin:morenosite	07.CB.40
Morimotoite	gcmin:morimotoite	09.AD.25
Morinite	gcmin:morinite	08.DM.05
Morozeviczite	gcmin:morozeviczite	02.CB.35a
Mosandrite-(Ce)	gcmin:mosandrite-ce	09.BE.20
Moschelite	gcmin:moschelite	03.AA.30
Moschellandsbergite	gcmin:moschellandsbergite	01.AD.15d
Mosesite	gcmin:mosesite	03.DD.30
Moskvinite-(Y)	gcmin:moskvinite-y	09.CD.05
Mottanaite-(Ce)	gcmin:mottanaite-ce	09.DK.20
Mottramite	gcmin:mottramite	08.BH.40
Motukoreaite	gcmin:motukoreaite	07.DD.35
Mounanaite	gcmin:mounanaite	08.CG.15
Mountainite	gcmin:mountainite	09.GG.10
Mountkeithite	gcmin:mountkeithite	07.DD.35
Mourite	gcmin:mourite	04.FL.80
Moxuanxueite	gcmin:moxuanxueite	09.BE
Moydite-(Y)	gcmin:moydite-y	06.AC.45
Mozartite	gcmin:mozartite	09.AG.60
Mozgovaite	gcmin:mozgovaite	02.JA.05h
Moëloite	gcmin:moeloite	02.HC.25
Mpororoite	gcmin:mpororoite	07.GB.35
Mroseite	gcmin:mroseite	04.JL.15
Mrázekite	gcmin:mrazekite	08.DJ.40
Muirite	gcmin:muirite	09.CN.05
Mukhinite	gcmin:mukhinite	09.BG.05
Mullite	gcmin:mullite	09.AF.20
Mummeite	gcmin:mummeite	02.JA.05f
Munakataite	gcmin:munakataite	07.BC.65
Mundite	gcmin:mundite	08.EC.30
Mundrabillaite	gcmin:mundrabillaite	08.CJ.10
Munirite	gcmin:munirite	04.HD.15
Muonionalustaite	gcmin:muonionalustaite	03.DA
Murakamiite	gcmin:murakamiite	09.DG.05
Murashkoite	gcmin:murashkoite	01.BD
Murataite-(Y)	gcmin:murataite-y	04.DF.15
Murdochite	gcmin:murdochite	03.DB.45
Murmanite	gcmin:murmanite	09.BE.27
Murmanite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/35035>	
Murunskite	gcmin:murunskite	02.BD.30
Muscovite	gcmin:muscovite	09.EC.15
Museumite	gcmin:museumite	02.HB.20c
Mushistonite	gcmin:mushistonite	04.FC.10
Muskoxite	gcmin:muskoxite	04.FL.05
Muthmannite	gcmin:muthmannite	02.CB.85
Mutinaite	gcmin:mutinaite	09.GF.35
Mutnovskite	gcmin:mutnovskite	02.GC.50
Mäkinenite	gcmin:makinenite	02.CC.20
Mélonjosephite	gcmin:melonjosephite	08.BG.10
Mésotype	gcmin:mesotype	
Mössbauerite	gcmin:mossbauerite	04.FL.05
Mückeite	gcmin:muckeite	02.GA.25
Müllerite	gcmin:mullerite	07.BC.47
Nabalamprophyllite	gcmin:nabalamprophyllite	09.BE.25
Nabaphite	gcmin:nabaphite	08.CJ.15
Nabesite	gcmin:nabesite	09.EA.65
Nabiasite	gcmin:nabiasite	08.BF.20
Nabimusaite	gcmin:nabimusaite	09.AH.35
Nabokoite	gcmin:nabokoite	07.BC.20
Nacaphite	gcmin:nacaphite	08.BO.05
Nacareniobsite-(Ce)	gcmin:nacareniobsite-ce	09.BE.20
Nacrite	gcmin:nacrite	09.ED.05
Nadorite	gcmin:nadorite	03.DC.30
Nadorite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39495>	
Nafertisite	gcmin:nafertisite	09.EH.30
Nagashimalite	gcmin:nagashimalite	09.CE.20
Nagelschmidtite	gcmin:nagelschmidtite	09.HA.60
Nagyágite	gcmin:nagyagite	02.HB.20a
Nahcolite	gcmin:nahcolite	05.AA.15
Nahpoite	gcmin:nahpoite	08.AD.05
Nakauriite	gcmin:nakauriite	07.DG.30
Naldrettite	gcmin:naldrettite	02.AC.25d
Nalipoite	gcmin:nalipoite	08.AA.25
Nalivkinite	gcmin:nalivkinite	09.DC.05
Namansilite	gcmin:namansilite	09.DA.25
Nambulite	gcmin:nambulite	09.DK.05
Namibite	gcmin:namibite	08.BB.50
Namuwite	gcmin:namuwite	07.DD.50
Namuwite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/470918>	
Nanlingite	gcmin:nanlingite	04.JB.25
Nanpingite	gcmin:nanpingite	09.EC.15
Nantokite	gcmin:nantokite	03.AA.05
Naquite	gcmin:naquite	01.BB.15
Narsarsukite	gcmin:narsarsukite	09.DJ.05
Nashite	gcmin:nashite	04.HC.45
Nasinite	gcmin:nasinite	06.EC.05
Nasledovite	gcmin:nasledovite	05.DB.05
Nasonite	gcmin:nasonite	09.BE.77
Nastrophite	gcmin:nastrophite	08.CJ.15
Nataliyamalikite	gcmin:nataliyamalikite	03.AA.25
Natalyite	gcmin:natalyite	09.DA.25
Natanite	gcmin:natanite	04.FC.10
Natisite	gcmin:natisite	09.AG.40a
Natrite	gcmin:natrite	05.AA.10
Natroalunite	gcmin:natroalunite	07.BC.10
Natroboltwoodite	gcmin:natroboltwoodite	09.AK.15
Natrochalcite	gcmin:natrochalcite	07.DF.15
Natrodufrénite	gcmin:natrodufrenite	08.DK.15
Natroglaucocerinite	gcmin:natroglaucocerinite	07.DD.35
Natrojarosite	gcmin:natrojarosite	07.BC.10
Natrolemoynite	gcmin:natrolemoynite	09.DP.35
Natrolite	gcmin:natrolite	09.GA.05
Natrolite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/29157>	
Natron	gcmin:natron	05.CB.10
Natronambulite	gcmin:natronambulite	09.DK.05
Natroniobite	gcmin:natroniobite	04.CC.30
Natropharmacoalumite	gcmin:natropharmacoalumite	08.DK.12
Natropharmacosiderite	gcmin:natropharmacosiderite	08.DK.10
Natrophilite	gcmin:natrophilite	08.AB.10
Natrophosphate	gcmin:natrophosphate	08.DN.05
Natrosilite	gcmin:natrosilite	09.EE.40
Natrotantite	gcmin:natrotantite	04.DJ.05
Natrotantite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/34972>	
Natrotitanite	gcmin:natrotitanite	09.AG.15
Natrouranospinite	gcmin:natrouranospinite	08.EB.15
Natroxalate	gcmin:natroxalate	10.AB.60
Natrozippeite	gcmin:natrozippeite	07.EC.05
Naujakasite	gcmin:naujakasite	09.EG.10
Naumannite	gcmin:naumannite	02.BA.55
Navajoite	gcmin:navajoite	04.HG.30
Nazarchukite	gcmin:nazarchukite	08.AC
Nazarovite	gcmin:nazarovite	01.BD.35
Nchwaningite	gcmin:nchwaningite	09.DB.30
Nealite	gcmin:nealite	04.JD.05
Nechelyustovite	gcmin:nechelyustovite	09.BE.55
Nefedovite	gcmin:nefedovite	08.BO.30
Negevite	gcmin:negevite	01.BD
Neighborite	gcmin:neighborite	03.AA.35
Neighborite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/50239>	
Nekoite	gcmin:nekoite	09.EA.45
Nekrasovite	gcmin:nekrasovite	02.CB.30
Nelenite	gcmin:nelenite	09.EE.15
Neltnerite	gcmin:neltnerite	09.AG.05
Nenadkevichite	gcmin:nenadkevichite	09.CE.30a
Nenadkevichite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/35950>	
Neotocite	gcmin:neotocite	09.ED.20
Nepheline	gcmin:nepheline	09.FA.05
Nepskoeite	gcmin:nepskoeite	03.BD.20
Neptunite	gcmin:neptunite	09.EH.05
Neptunite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39911>	
Neskevaaraite-Fe	gcmin:neskevaaraite-fe	09.CE.30h
Neso-aluminofluoride	strunz:s03_CB	
Neso-diborate with double tetrahedra B2O(OH)6; 2(2T)	strunz:s06_BB	
"Neso-diborate with double triangles B2(O,OH)5; 2(2D); 2(2D) + OH, etc."	strunz:s06_BA	
Neso-hexaborate	strunz:s06_FA	
Neso-pentaborate	strunz:s06_EA	
Neso-sulfarsenite with additional S	strunz:s02_GB	
Neso-sulfarsenite without additional S	strunz:s02_GA	
Neso-tetraborate	strunz:s06_DA	
Neso-triborate	strunz:s06_CA	
Nesosilicate	strunz:s09_A	
"Nesosilicate with BO3 triangles and/or B[4], Be[4] tetrahedra, cornersharing with SiO4"	strunz:s09_AJ	
"Nesosilicate with CO3, SO4, PO4, etc."	strunz:s09_AH	
"Nesosilicate with additional anions (O,OH,F,H2O); cations in tetrahedral [4] coordination"	strunz:s09_AE	
Nesosilicate with additional anions; cations in > [6] +- [6] coordination	strunz:s09_AG	
"Nesosilicate with additional anions; cations in [4], [5] and/or only [6] coordination"	strunz:s09_AF	
Nesosilicate without additional anions; cations in [4] and greater coordination	strunz:s09_AB	
Nesosilicate without additional anions; cations in [6] and/or greater coordination	strunz:s09_AD	
Nesosilicate without additional anions; cations in octahedral [6] coordination	strunz:s09_AC	
Nesosilicate without additional anions; cations in tetrahedral [4] coordination	strunz:s09_AA	
Nesquehonite	gcmin:nesquehonite	05.CA.05
Nestolaite	gcmin:nestolaite	04.JH.30
Neustädtelite	gcmin:neustadtelite	08.BK.10
Nevadaite	gcmin:nevadaite	08.DC.60
Nevskite	gcmin:nevskite	02.DC.05
Newberyite	gcmin:newberyite	08.CE.10
Neyite	gcmin:neyite	02.JB.25i
Nežilovite	gcmin:nezilovite	04.CC.45
Ni-metalloid sulfide or sulfosalt alloy	strunz:s02_AB	
Niahite	gcmin:niahite	08.CH.20
Nickel	gcmin:nickel	01.AA.05
Nickel Group	<https://w3id.org/geochem/1.0/min/grouplexicon/470958>	
Nickelaustinite	gcmin:nickelaustinite	08.BH.35
Nickelbischofite	gcmin:nickelbischofite	03.BB.20
Nickelblödite	gcmin:nickelblodite	07.CC.50
Nickelboussingaultite	gcmin:nickelboussingaultite	07.CC.60
Nickelhexahydrite	gcmin:nickelhexahydrite	07.CB.25
Nickeline	gcmin:nickeline	02.CC.05
Nickeline Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29316>	
Nickellotharmeyerite	gcmin:nickellotharmeyerite	08.CG.15
Nickelphosphide	gcmin:nickelphosphide	01.BD.05
Nickelpicromerite	gcmin:nickelpicromerite	07.CC.60
Nickelschneebergite	gcmin:nickelschneebergite	08.CG.15
Nickelskutterudite	gcmin:nickelskutterudite	02.EC.05
Nickeltalmessite	gcmin:nickeltalmessite	08.CG.35
Nickeltsumcorite	gcmin:nickeltsumcorite	08.CG.15
Nickelzippeite	gcmin:nickelzippeite	07.EC.05
Nickenichite	gcmin:nickenichite	08.AC.10
Nickolayite	gcmin:nickolayite	01.BD
Niedermayrite	gcmin:niedermayrite	07.DD.30
Nielsbohrite	gcmin:nielsbohrite	08.EC.45
Nielsenite	gcmin:nielsenite	01.AG.70
Nifontovite	gcmin:nifontovite	06.CA.50
Nigerite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39984>	
Niggliite	gcmin:niggliite	01.AG.60
Niigataite	gcmin:niigataite	09.BG.05
Nikischerite	gcmin:nikischerite	07.DD.35
Niksergievite	gcmin:niksergievite	09.EC.75
Nimite	gcmin:nimite	09.EC.55
Ningyoite	gcmin:ningyoite	08.CJ.85
Nioboaeschynite-(Ce)	gcmin:nioboaeschynite-ce	04.DF.05
Nioboaeschynite-(Y)	gcmin:nioboaeschynite-y	04.DF.05
Niobobaotite	gcmin:niobobaotite	09.CE
Niobocarbide	gcmin:niobocarbide	01.BA.20
Nioboheftetjernite	gcmin:nioboheftetjernite	04.DB
Niobokupletskite	gcmin:niobokupletskite	09.DC.05
Niobophyllite	gcmin:niobophyllite	09.DC.05
Niocalite	gcmin:niocalite	09.BE.17
Nipeiite-(Ce)	gcmin:nipeiite-ce	09.AG.20
Nisbite	gcmin:nisbite	02.EB.15a
Nisnite	gcmin:nisnite	1.AE.35
Nissonite	gcmin:nissonite	08.DC.05
Niter	gcmin:niter	05.NA.10
Nitrate	strunz:s05_N	
"Nitrate, With H2O"	strunz:s05_NC	
"Nitrate, With OH"	strunz:s05_NB	
"Nitrate, With OH (etc.) and H2O"	strunz:s05_ND	
"Nitrate, Without OH or H2O"	strunz:s05_NA	
Nitratine	gcmin:nitratine	05.NA.05
Nitrides	strunz:s01_BC	
Nitrobarite	gcmin:nitrobarite	05.NA.20
Nitrocalcite	gcmin:nitrocalcite	05.NC.10
Nitrogen Ice	gcmin:nitrogenice	01.C
Nitromagnesite	gcmin:nitromagnesite	05.NC.05
Nitscheite	gcmin:nitscheite	07.EC
Niveolanite	gcmin:niveolanite	05.DC.35
Nixonite	gcmin:nixonite	04.CC.25
Nizamoffite	gcmin:nizamoffite	08.CA.30
Nobleite	gcmin:nobleite	06.FC.05
Noelbensonite	gcmin:noelbensonite	09.BE.05
Nolanite	gcmin:nolanite	04.CB.40
Non-stoichiometric Perovskites	<https://w3id.org/geochem/1.0/min/grouplexicon/50404>	
Nonmetallic Carbide or Nitride	strunz:s01_D	
Nonmetallic carbide	strunz:s01_DA	
Nonmetallic nitride	strunz:s01_DB	
Nontronite	gcmin:nontronite	09.EC.40
Noonkanbahite	gcmin:noonkanbahite	09.DH.??
Norbergite	gcmin:norbergite	09.AF.40
Nordenskiöldine	gcmin:nordenskioldine	06.AA.15
Nordgauite	gcmin:nordgauite	08.DC.30
Nordite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29317>	
Nordite Supergroup	<https://w3id.org/geochem/1.0/min/grouplexicon/55387>	
Nordite-(Ce)	gcmin:nordite-ce	09.DO.15
Nordite-(La)	gcmin:nordite-la	09.DO.15
Nordstrandite	gcmin:nordstrandite	04.FE.10
Nordströmite	gcmin:nordstromite	02.JB.25c
Norilskite	gcmin:norilskite	01.AG.75
Normandite	gcmin:normandite	09.BE.17
Norrishite	gcmin:norrishite	09.EC.20
Norsethite	gcmin:norsethite	05.AB.30
Northstarite	gcmin:northstarite	07.JA.20
Northupite	gcmin:northupite	05.BF.05
Northupite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43702>	
Nosean	gcmin:nosean	09.FB.10
Novgorodovaite	gcmin:novgorodovaite	10.AB.80
Novodneprite	gcmin:novodneprite	01.AA.15
