s	label	mindatid	mindatLongid	strunz10.1	strunz10.2	strunz10.3	parent	skos:broader	
gsmin:orthoserpierite	Orthoserpierite	3031	1:1:3031:7	7	DD	30	s07_DD	gkosg:s07_DD	gsmin:orthoserpierite  gsmin:mindaturi  <https://www.mindat.org/1:1:3031:7> .
gsmin:serpierite	Serpierite	3625	1:1:3625:8	7	DD	30	s07_DD	gkosg:s07_DD	gsmin:serpierite  gsmin:mindaturi  <https://www.mindat.org/1:1:3625:8> .
gsmin:carrboydite	Carrboydite	910	1:1:910:4	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:carrboydite  gsmin:mindaturi  <https://www.mindat.org/1:1:910:4> .
gsmin:glaucocerinite	Glaucocerinite	1707	1:1:1707:3	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:glaucocerinite  gsmin:mindaturi  <https://www.mindat.org/1:1:1707:3> .
gsmin:honessite	Honessite	1927	1:1:1927:5	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:honessite  gsmin:mindaturi  <https://www.mindat.org/1:1:1927:5> .
gsmin:hydrohonessite	Hydrohonessite	1978	1:1:1978:7	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:hydrohonessite  gsmin:mindaturi  <https://www.mindat.org/1:1:1978:7> .
gsmin:hydrowoodwardite	Hydrowoodwardite	7004	1:1:7004:7	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:hydrowoodwardite  gsmin:mindaturi  <https://www.mindat.org/1:1:7004:7> .
gsmin:motukoreaite	Motukoreaite	2793	1:1:2793:5	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:motukoreaite  gsmin:mindaturi  <https://www.mindat.org/1:1:2793:5> .
gsmin:mountkeithite	Mountkeithite	2796	1:1:2796:6	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:mountkeithite  gsmin:mindaturi  <https://www.mindat.org/1:1:2796:6> .
gsmin:natroglaucocerinite	Natroglaucocerinite	10812	1:1:10812:2	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:natroglaucocerinite  gsmin:mindaturi  <https://www.mindat.org/1:1:10812:2> .
gsmin:nikischerite	Nikischerite	10934	1:1:10934:3	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:nikischerite  gsmin:mindaturi  <https://www.mindat.org/1:1:10934:3> .
gsmin:shigaite	Shigaite	3638	1:1:3638:8	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:shigaite  gsmin:mindaturi  <https://www.mindat.org/1:1:3638:8> .
gsmin:wermlandite	Wermlandite	4271	1:1:4271:6	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:wermlandite  gsmin:mindaturi  <https://www.mindat.org/1:1:4271:6> .
gsmin:woodwardite	Woodwardite	4314	1:1:4314:0	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:woodwardite  gsmin:mindaturi  <https://www.mindat.org/1:1:4314:0> .
gsmin:zincaluminite	Zincaluminite	4409	1:1:4409:3	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:zincaluminite  gsmin:mindaturi  <https://www.mindat.org/1:1:4409:3> .
gsmin:zincowoodwardite	Zincowoodwardite	10811	1:1:10811:3	7	DD	35	s07_DD	gkosg:s07_DD	gsmin:zincowoodwardite  gsmin:mindaturi  <https://www.mindat.org/1:1:10811:3> .
gsmin:lawsonbauerite	Lawsonbauerite	2352	1:1:2352:4	7	DD	40	s07_DD	gkosg:s07_DD	gsmin:lawsonbauerite  gsmin:mindaturi  <https://www.mindat.org/1:1:2352:4> .
gsmin:torreyite	Torreyite	4000	1:1:4000:2	7	DD	40	s07_DD	gkosg:s07_DD	gsmin:torreyite  gsmin:mindaturi  <https://www.mindat.org/1:1:4000:2> .
gsmin:mooreite	Mooreite	2775	1:1:2775:1	7	DD	45	s07_DD	gkosg:s07_DD	gsmin:mooreite  gsmin:mindaturi  <https://www.mindat.org/1:1:2775:1> .
gsmin:namuwite	Namuwite	2837	1:1:2837:6	7	DD	50	s07_DD	gkosg:s07_DD	gsmin:namuwite  gsmin:mindaturi  <https://www.mindat.org/1:1:2837:6> .
gsmin:bechererite	Bechererite	593	1:1:593:1	7	DD	55	s07_DD	gkosg:s07_DD	gsmin:bechererite  gsmin:mindaturi  <https://www.mindat.org/1:1:593:1> .
gsmin:ramsbeckite	Ramsbeckite	3358	1:1:3358:5	7	DD	60	s07_DD	gkosg:s07_DD	gsmin:ramsbeckite  gsmin:mindaturi  <https://www.mindat.org/1:1:3358:5> .
gsmin:vonbezingite	Vonbezingite	4206	1:1:4206:8	7	DD	65	s07_DD	gkosg:s07_DD	gsmin:vonbezingite  gsmin:mindaturi  <https://www.mindat.org/1:1:4206:8> .
gsmin:redgillite	Redgillite	10349	1:1:10349:1	7	DD	70	s07_DD	gkosg:s07_DD	gsmin:redgillite  gsmin:mindaturi  <https://www.mindat.org/1:1:10349:1> .
gsmin:chalcoalumite	Chalcoalumite	961	1:1:961:8	7	DD	75	s07_DD	gkosg:s07_DD	gsmin:chalcoalumite  gsmin:mindaturi  <https://www.mindat.org/1:1:961:8> .
gsmin:kyrgyzstanite	Kyrgyzstanite	27476	1:1:27476:2	7	DD	75	s07_DD	gkosg:s07_DD	gsmin:kyrgyzstanite  gsmin:mindaturi  <https://www.mindat.org/1:1:27476:2> .
gsmin:guarinoite	Guarinoite	1765	1:1:1765:3	7	DD	80	s07_DD	gkosg:s07_DD	gsmin:guarinoite  gsmin:mindaturi  <https://www.mindat.org/1:1:1765:3> .
gsmin:schulenbergite	Schulenbergite	3589	1:1:3589:3	7	DD	80	s07_DD	gkosg:s07_DD	gsmin:schulenbergite  gsmin:mindaturi  <https://www.mindat.org/1:1:3589:3> .
gsmin:theresemagnanite	Thérèsemagnanite	3937	1:1:3937:2	7	DD	80	s07_DD	gkosg:s07_DD	gsmin:theresemagnanite  gsmin:mindaturi  <https://www.mindat.org/1:1:3937:2> .
gsmin:montetrisaite	Montetrisaite	31665	1:1:31665:1	7	DD	85	s07_DD	gkosg:s07_DD	gsmin:montetrisaite  gsmin:mindaturi  <https://www.mindat.org/1:1:31665:1> .
gsmin:mangazeite	Mangazeite	28888	1:1:28888:0	7	DE	5	s07_DE	gkosg:s07_DE	gsmin:mangazeite  gsmin:mindaturi  <https://www.mindat.org/1:1:28888:0> .
gsmin:carbonatecyanotrichite	Carbonatecyanotrichite	894	1:1:894:7	7	DE	10	s07_DE	gkosg:s07_DE	gsmin:carbonatecyanotrichite  gsmin:mindaturi  <https://www.mindat.org/1:1:894:7> .
gsmin:cyanotrichite	Cyanotrichite	1203	1:1:1203:0	7	DE	10	s07_DE	gkosg:s07_DE	gsmin:cyanotrichite  gsmin:mindaturi  <https://www.mindat.org/1:1:1203:0> .
gsmin:schwertmannite	Schwertmannite	7281	1:1:7281:2	7	DE	15	s07_DE	gkosg:s07_DE	gsmin:schwertmannite  gsmin:mindaturi  <https://www.mindat.org/1:1:7281:2> .
gsmin:tlalocite	Tlalocite	3982	1:1:3982:2	7	DE	20	s07_DE	gkosg:s07_DE	gsmin:tlalocite  gsmin:mindaturi  <https://www.mindat.org/1:1:3982:2> .
gsmin:utahite	Utahite	7348	1:1:7348:2	7	DE	25	s07_DE	gkosg:s07_DE	gsmin:utahite  gsmin:mindaturi  <https://www.mindat.org/1:1:7348:2> .
gsmin:coquandite	Coquandite	1125	1:1:1125:5	7	DE	35	s07_DE	gkosg:s07_DE	gsmin:coquandite  gsmin:mindaturi  <https://www.mindat.org/1:1:1125:5> .
gsmin:osakaite	Osakaite	31498	1:1:31498:1	7	DE	40	s07_DE	gkosg:s07_DE	gsmin:osakaite  gsmin:mindaturi  <https://www.mindat.org/1:1:31498:1> .
gsmin:wilcoxite	Wilcoxite	4288	1:1:4288:4	7	DE	45	s07_DE	gkosg:s07_DE	gsmin:wilcoxite  gsmin:mindaturi  <https://www.mindat.org/1:1:4288:4> .
gsmin:stanleyite	Stanleyite	3746	1:1:3746:0	7	DE	50	s07_DE	gkosg:s07_DE	gsmin:stanleyite  gsmin:mindaturi  <https://www.mindat.org/1:1:3746:0> .
gsmin:mcalpineite	Mcalpineite	7173	1:1:7173:0	7	DE	55	s07_DE	gkosg:s07_DE	gsmin:mcalpineite  gsmin:mindaturi  <https://www.mindat.org/1:1:7173:0> .
gsmin:hydrobasaluminite	Hydrobasaluminite	1965	1:1:1965:7	7	DE	60	s07_DE	gkosg:s07_DE	gsmin:hydrobasaluminite  gsmin:mindaturi  <https://www.mindat.org/1:1:1965:7> .
gsmin:volaschioite	Volaschioite	40051	1:1:40051:6	7	DE	62	s07_DE	gkosg:s07_DE	gsmin:volaschioite  gsmin:mindaturi  <https://www.mindat.org/1:1:40051:6> .
gsmin:zaherite	Zaherite	4381	1:1:4381:2	7	DE	65	s07_DE	gkosg:s07_DE	gsmin:zaherite  gsmin:mindaturi  <https://www.mindat.org/1:1:4381:2> .
gsmin:lautenthalite	Lautenthalite	2347	1:1:2347:0	7	DE	70	s07_DE	gkosg:s07_DE	gsmin:lautenthalite  gsmin:mindaturi  <https://www.mindat.org/1:1:2347:0> .
gsmin:camerolaite	Camérolaite	872	1:1:872:5	7	DE	75	s07_DE	gkosg:s07_DE	gsmin:camerolaite  gsmin:mindaturi  <https://www.mindat.org/1:1:872:5> .
gsmin:uklonskovite	Uklonskovite	4084	1:1:4084:2	7	DF	5	s07_DF	gkosg:s07_DF	gsmin:uklonskovite  gsmin:mindaturi  <https://www.mindat.org/1:1:4084:2> .
gsmin:kainite	Kainite	2132	1:1:2132:2	7	DF	10	s07_DF	gkosg:s07_DF	gsmin:kainite  gsmin:mindaturi  <https://www.mindat.org/1:1:2132:2> .
gsmin:natrochalcite	Natrochalcite	2853	1:1:2853:6	7	DF	15	s07_DF	gkosg:s07_DF	gsmin:natrochalcite  gsmin:mindaturi  <https://www.mindat.org/1:1:2853:6> .
gsmin:metasideronatrite	Metasideronatrite	2685	1:1:2685:3	7	DF	20	s07_DF	gkosg:s07_DF	gsmin:metasideronatrite  gsmin:mindaturi  <https://www.mindat.org/1:1:2685:3> .
gsmin:sideronatrite	Sideronatrite	3650	1:1:3650:0	7	DF	20	s07_DF	gkosg:s07_DF	gsmin:sideronatrite  gsmin:mindaturi  <https://www.mindat.org/1:1:3650:0> .
gsmin:despujolsite	Despujolsite	1269	1:1:1269:6	7	DF	25	s07_DF	gkosg:s07_DF	gsmin:despujolsite  gsmin:mindaturi  <https://www.mindat.org/1:1:1269:6> .
gsmin:fleischerite	Fleischerite	1556	1:1:1556:7	7	DF	25	s07_DF	gkosg:s07_DF	gsmin:fleischerite  gsmin:mindaturi  <https://www.mindat.org/1:1:1556:7> .
gsmin:mallestigite	Mallestigite	7020	1:1:7020:7	7	DF	25	s07_DF	gkosg:s07_DF	gsmin:mallestigite  gsmin:mindaturi  <https://www.mindat.org/1:1:7020:7> .
gsmin:schaurteite	Schaurteite	3559	1:1:3559:6	7	DF	25	s07_DF	gkosg:s07_DF	gsmin:schaurteite  gsmin:mindaturi  <https://www.mindat.org/1:1:3559:6> .
gsmin:slavikite	Slavíkite	3683	1:1:3683:8	7	DF	30	s07_DF	gkosg:s07_DF	gsmin:slavikite  gsmin:mindaturi  <https://www.mindat.org/1:1:3683:8> .
gsmin:metavoltine	Metavoltine	2696	1:1:2696:9	7	DF	35	s07_DF	gkosg:s07_DF	gsmin:metavoltine  gsmin:mindaturi  <https://www.mindat.org/1:1:2696:9> .
gsmin:lannonite	Lannonite	2323	1:1:2323:4	7	DF	40	s07_DF	gkosg:s07_DF	gsmin:lannonite  gsmin:mindaturi  <https://www.mindat.org/1:1:2323:4> .
gsmin:vlodavetsite	Vlodavetsite	7357	1:1:7357:4	7	DF	40	s07_DF	gkosg:s07_DF	gsmin:vlodavetsite  gsmin:mindaturi  <https://www.mindat.org/1:1:7357:4> .
gsmin:peretaite	Peretaite	3159	1:1:3159:8	7	DF	45	s07_DF	gkosg:s07_DF	gsmin:peretaite  gsmin:mindaturi  <https://www.mindat.org/1:1:3159:8> .
gsmin:gordaite	Gordaite	6975	1:1:6975:1	7	DF	50	s07_DF	gkosg:s07_DF	gsmin:gordaite  gsmin:mindaturi  <https://www.mindat.org/1:1:6975:1> .
gsmin:clairite	Clairite	1056	1:1:1056:2	7	DF	55	s07_DF	gkosg:s07_DF	gsmin:clairite  gsmin:mindaturi  <https://www.mindat.org/1:1:1056:2> .
gsmin:elyite	Elyite	1371	1:1:1371:6	7	DF	65	s07_DF	gkosg:s07_DF	gsmin:elyite  gsmin:mindaturi  <https://www.mindat.org/1:1:1371:6> .
gsmin:yecoraite	Yecoraite	4358	1:1:4358:4	7	DF	70	s07_DF	gkosg:s07_DF	gsmin:yecoraite  gsmin:mindaturi  <https://www.mindat.org/1:1:4358:4> .
gsmin:riomarinaite	Riomarinaite	27210	1:1:27210:8	7	DF	75	s07_DF	gkosg:s07_DF	gsmin:riomarinaite  gsmin:mindaturi  <https://www.mindat.org/1:1:27210:8> .
gsmin:dukeite	Dukeite	7089	1:1:7089:4	7	DF	80	s07_DF	gkosg:s07_DF	gsmin:dukeite  gsmin:mindaturi  <https://www.mindat.org/1:1:7089:4> .
gsmin:xocolatlite	Xocolatlite	38843	1:1:38843:6	7	DF	85	s07_DF	gkosg:s07_DF	gsmin:xocolatlite  gsmin:mindaturi  <https://www.mindat.org/1:1:38843:6> .
gsmin:darapskite	Darapskite	1226	1:1:1226:9	7	DG	5	s07_DG	gkosg:s07_DG	gsmin:darapskite  gsmin:mindaturi  <https://www.mindat.org/1:1:1226:9> .
gsmin:clinoungemachite	Clinoungemachite	1086	1:1:1086:9	7	DG	10	s07_DG	gkosg:s07_DG	gsmin:clinoungemachite  gsmin:mindaturi  <https://www.mindat.org/1:1:1086:9> .
gsmin:humberstonite	Humberstonite	1944	1:1:1944:2	7	DG	10	s07_DG	gkosg:s07_DG	gsmin:humberstonite  gsmin:mindaturi  <https://www.mindat.org/1:1:1944:2> .
gsmin:ungemachite	Ungemachite	4095	1:1:4095:8	7	DG	10	s07_DG	gkosg:s07_DG	gsmin:ungemachite  gsmin:mindaturi  <https://www.mindat.org/1:1:4095:8> .
gsmin:bentorite	Bentorite	627	1:1:627:7	7	DG	15	s07_DG	gkosg:s07_DG	gsmin:bentorite  gsmin:mindaturi  <https://www.mindat.org/1:1:627:7> .
gsmin:buryatite	Buryatite	11186	1:1:11186:1	7	DG	15	s07_DG	gkosg:s07_DG	gsmin:buryatite  gsmin:mindaturi  <https://www.mindat.org/1:1:11186:1> .
gsmin:carraraite	Carraraite	7038	1:1:7038:2	7	DG	15	s07_DG	gkosg:s07_DG	gsmin:carraraite  gsmin:mindaturi  <https://www.mindat.org/1:1:7038:2> .
gsmin:charlesite	Charlesite	971	1:1:971:5	7	DG	15	s07_DG	gkosg:s07_DG	gsmin:charlesite  gsmin:mindaturi  <https://www.mindat.org/1:1:971:5> .
gsmin:ettringite	Ettringite	1414	1:1:1414:0	7	DG	15	s07_DG	gkosg:s07_DG	gsmin:ettringite  gsmin:mindaturi  <https://www.mindat.org/1:1:1414:0> .
gsmin:jouravskite	Jouravskite	2118	1:1:2118:6	7	DG	15	s07_DG	gkosg:s07_DG	gsmin:jouravskite  gsmin:mindaturi  <https://www.mindat.org/1:1:2118:6> .
gsmin:sturmanite	Sturmanite	3817	1:1:3817:7	7	DG	15	s07_DG	gkosg:s07_DG	gsmin:sturmanite  gsmin:mindaturi  <https://www.mindat.org/1:1:3817:7> .
gsmin:thaumasite	Thaumasite	3933	1:1:3933:4	7	DG	15	s07_DG	gkosg:s07_DG	gsmin:thaumasite  gsmin:mindaturi  <https://www.mindat.org/1:1:3933:4> .
gsmin:rapidcreekite	Rapidcreekite	3366	1:1:3366:0	7	DG	20	s07_DG	gkosg:s07_DG	gsmin:rapidcreekite  gsmin:mindaturi  <https://www.mindat.org/1:1:3366:0> .
gsmin:tatarskite	Tatarskite	3894	1:1:3894:8	7	DG	25	s07_DG	gkosg:s07_DG	gsmin:tatarskite  gsmin:mindaturi  <https://www.mindat.org/1:1:3894:8> .
gsmin:nakauriite	Nakauriite	2948	1:1:2948:9	7	DG	30	s07_DG	gkosg:s07_DG	gsmin:nakauriite  gsmin:mindaturi  <https://www.mindat.org/1:1:2948:9> .
gsmin:chessexite	Chessexite	996	1:1:996:4	7	DG	35	s07_DG	gkosg:s07_DG	gsmin:chessexite  gsmin:mindaturi  <https://www.mindat.org/1:1:996:4> .
gsmin:carlosruizite	Carlosruizite	902	1:1:902:5	7	DG	40	s07_DG	gkosg:s07_DG	gsmin:carlosruizite  gsmin:mindaturi  <https://www.mindat.org/1:1:902:5> .
gsmin:fuenzalidaite	Fuenzalidaite	1618	1:1:1618:2	7	DG	40	s07_DG	gkosg:s07_DG	gsmin:fuenzalidaite  gsmin:mindaturi  <https://www.mindat.org/1:1:1618:2> .
gsmin:uranopilite	Uranopilite	4108	1:1:4108:5	7	EA	5	s07_EA	gkosg:s07_EA	gsmin:uranopilite  gsmin:mindaturi  <https://www.mindat.org/1:1:4108:5> .
gsmin:jachymovite	Jáchymovite	7117	1:1:7117:4	7	EA	10	s07_EA	gkosg:s07_EA	gsmin:jachymovite  gsmin:mindaturi  <https://www.mindat.org/1:1:7117:4> .
gsmin:johannite	Johannite	2102	1:1:2102:5	7	EB	5	s07_EB	gkosg:s07_EB	gsmin:johannite  gsmin:mindaturi  <https://www.mindat.org/1:1:2102:5> .
gsmin:deliensite	Deliensite	6899	1:1:6899:0	7	EB	10	s07_EB	gkosg:s07_EB	gsmin:deliensite  gsmin:mindaturi  <https://www.mindat.org/1:1:6899:0> .
gsmin:cobaltzippeite	Cobaltzippeite	1098	1:1:1098:2	7	EC	5	s07_EC	gkosg:s07_EC	gsmin:cobaltzippeite  gsmin:mindaturi  <https://www.mindat.org/1:1:1098:2> .
gsmin:magnesiozippeite	Magnesiozippeite	2474	1:1:2474:3	7	EC	5	s07_EC	gkosg:s07_EC	gsmin:magnesiozippeite  gsmin:mindaturi  <https://www.mindat.org/1:1:2474:3> .
gsmin:natrozippeite	Natrozippeite	3694	1:1:3694:4	7	EC	5	s07_EC	gkosg:s07_EC	gsmin:natrozippeite  gsmin:mindaturi  <https://www.mindat.org/1:1:3694:4> .
gsmin:nickelzippeite	Nickelzippeite	2898	1:1:2898:7	7	EC	5	s07_EC	gkosg:s07_EC	gsmin:nickelzippeite  gsmin:mindaturi  <https://www.mindat.org/1:1:2898:7> .
gsmin:zinczippeite	Zinczippeite	4408	1:1:4408:6	7	EC	5	s07_EC	gkosg:s07_EC	gsmin:zinczippeite  gsmin:mindaturi  <https://www.mindat.org/1:1:4408:6> .
gsmin:zippeite	Zippeite	4420	1:1:4420:8	7	EC	5	s07_EC	gkosg:s07_EC	gsmin:zippeite  gsmin:mindaturi  <https://www.mindat.org/1:1:4420:8> .
gsmin:rabejacite	Rabejacite	3348	1:1:3348:6	7	EC	10	s07_EC	gkosg:s07_EC	gsmin:rabejacite  gsmin:mindaturi  <https://www.mindat.org/1:1:3348:6> .
gsmin:sejkoraite-y	Sejkoraite-(Y)	39439	1:1:39439:4	7	EC	15	s07_EC	gkosg:s07_EC	gsmin:sejkoraite-y  gsmin:mindaturi  <https://www.mindat.org/1:1:39439:4> .
gsmin:tarapacaite	Tarapacáite	3891	1:1:3891:7	7	FA	5	s07_FA	gkosg:s07_FA	gsmin:tarapacaite  gsmin:mindaturi  <https://www.mindat.org/1:1:3891:7> .
gsmin:chromatite	Chromatite	1030	1:1:1030:2	7	FA	10	s07_FA	gkosg:s07_FA	gsmin:chromatite  gsmin:mindaturi  <https://www.mindat.org/1:1:1030:2> .
gsmin:hashemite	Hashemite	1823	1:1:1823:0	7	FA	15	s07_FA	gkosg:s07_FA	gsmin:hashemite  gsmin:mindaturi  <https://www.mindat.org/1:1:1823:0> .
gsmin:crocoite	Crocoite	1157	1:1:1157:6	7	FA	20	s07_FA	gkosg:s07_FA	gsmin:crocoite  gsmin:mindaturi  <https://www.mindat.org/1:1:1157:6> .
gsmin:phoenicochroite	Phoenicochroite	3194	1:1:3194:9	7	FB	5	s07_FB	gkosg:s07_FB	gsmin:phoenicochroite  gsmin:mindaturi  <https://www.mindat.org/1:1:3194:9> .
gsmin:santanaite	Santanaite	3526	1:1:3526:8	7	FB	10	s07_FB	gkosg:s07_FB	gsmin:santanaite  gsmin:mindaturi  <https://www.mindat.org/1:1:3526:8> .
gsmin:wattersite	Wattersite	4248	1:1:4248:8	7	FB	15	s07_FB	gkosg:s07_FB	gsmin:wattersite  gsmin:mindaturi  <https://www.mindat.org/1:1:4248:8> .
gsmin:deanesmithite	Deanesmithite	1242	1:1:1242:9	7	FB	20	s07_FB	gkosg:s07_FB	gsmin:deanesmithite  gsmin:mindaturi  <https://www.mindat.org/1:1:1242:9> .
gsmin:edoylerite	Edoylerite	1354	1:1:1354:9	7	FB	25	s07_FB	gkosg:s07_FB	gsmin:edoylerite  gsmin:mindaturi  <https://www.mindat.org/1:1:1354:9> .
gsmin:vauquelinite	Vauquelinite	4163	1:1:4163:4	7	FC	5	s07_FC	gkosg:s07_FC	gsmin:vauquelinite  gsmin:mindaturi  <https://www.mindat.org/1:1:4163:4> .
gsmin:fornacite	Fornacite	1583	1:1:1583:3	7	FC	10	s07_FC	gkosg:s07_FC	gsmin:fornacite  gsmin:mindaturi  <https://www.mindat.org/1:1:1583:3> .
gsmin:molybdofornacite	Molybdofornacite	2734	1:1:2734:8	7	FC	10	s07_FC	gkosg:s07_FC	gsmin:molybdofornacite  gsmin:mindaturi  <https://www.mindat.org/1:1:2734:8> .
gsmin:hemihedrite	Hemihedrite	1859	1:1:1859:9	7	FC	15	s07_FC	gkosg:s07_FC	gsmin:hemihedrite  gsmin:mindaturi  <https://www.mindat.org/1:1:1859:9> .
gsmin:iranite	Iranite	2040	1:1:2040:0	7	FC	15	s07_FC	gkosg:s07_FC	gsmin:iranite  gsmin:mindaturi  <https://www.mindat.org/1:1:2040:0> .
gsmin:cassedanneite	Cassedanneite	915	1:1:915:9	7	FC	20	s07_FC	gkosg:s07_FC	gsmin:cassedanneite  gsmin:mindaturi  <https://www.mindat.org/1:1:915:9> .
gsmin:embreyite	Embreyite	1373	1:1:1373:0	7	FC	20	s07_FC	gkosg:s07_FC	gsmin:embreyite  gsmin:mindaturi  <https://www.mindat.org/1:1:1373:0> .
gsmin:lopezite	Lópezite	2433	1:1:2433:0	7	FD	5	s07_FD	gkosg:s07_FD	gsmin:lopezite  gsmin:mindaturi  <https://www.mindat.org/1:1:2433:0> .
gsmin:fergusonite-y	Fergusonite-(Y)	1480	1:1:1480:5	7	GA	5	s07_GA	gkosg:s07_GA	gsmin:fergusonite-y  gsmin:mindaturi  <https://www.mindat.org/1:1:1480:5> .
gsmin:powellite	Powellite	3275	1:1:3275:5	7	GA	5	s07_GA	gkosg:s07_GA	gsmin:powellite  gsmin:mindaturi  <https://www.mindat.org/1:1:3275:5> .
gsmin:scheelite	Scheelite	3560	1:1:3560:2	7	GA	5	s07_GA	gkosg:s07_GA	gsmin:scheelite  gsmin:mindaturi  <https://www.mindat.org/1:1:3560:2> .
gsmin:stolzite	Stolzite	3794	1:1:3794:1	7	GA	5	s07_GA	gkosg:s07_GA	gsmin:stolzite  gsmin:mindaturi  <https://www.mindat.org/1:1:3794:1> .
gsmin:wulfenite	Wulfenite	4322	1:1:4322:5	7	GA	5	s07_GA	gkosg:s07_GA	gsmin:wulfenite  gsmin:mindaturi  <https://www.mindat.org/1:1:4322:5> .
gsmin:formanite-y	Formanite-(Y)	1582	1:1:1582:6	7	GA	10	s07_GA	gkosg:s07_GA	gsmin:formanite-y  gsmin:mindaturi  <https://www.mindat.org/1:1:1582:6> .
gsmin:iwashiroite-y	Iwashiroite-(Y)	25650	1:1:25650:8	7	GA	10	s07_GA	gkosg:s07_GA	gsmin:iwashiroite-y  gsmin:mindaturi  <https://www.mindat.org/1:1:25650:8> .
gsmin:paraniite-y	Paraniite-(Y)	7215	1:1:7215:7	7	GA	15	s07_GA	gkosg:s07_GA	gsmin:paraniite-y  gsmin:mindaturi  <https://www.mindat.org/1:1:7215:7> .
gsmin:markascherite	Markascherite	41105	1:1:41105:3	7	GB	??	s07_GB	gkosg:s07_GB	gsmin:markascherite  gsmin:mindaturi  <https://www.mindat.org/1:1:41105:3> .
gsmin:lindgrenite	Lindgrenite	2405	1:1:2405:7	7	GB	5	s07_GB	gkosg:s07_GB	gsmin:lindgrenite  gsmin:mindaturi  <https://www.mindat.org/1:1:2405:7> .
gsmin:szenicsite	Szenicsite	3862	1:1:3862:7	7	GB	10	s07_GB	gkosg:s07_GB	gsmin:szenicsite  gsmin:mindaturi  <https://www.mindat.org/1:1:3862:7> .
gsmin:cuprotungstite	Cuprotungstite	1194	1:1:1194:1	7	GB	15	s07_GB	gkosg:s07_GB	gsmin:cuprotungstite  gsmin:mindaturi  <https://www.mindat.org/1:1:1194:1> .
gsmin:phyllotungstite	Phyllotungstite	3203	1:1:3203:8	7	GB	20	s07_GB	gkosg:s07_GB	gsmin:phyllotungstite  gsmin:mindaturi  <https://www.mindat.org/1:1:3203:8> .
gsmin:rankachite	Rankachite	3361	1:1:3361:5	7	GB	25	s07_GB	gkosg:s07_GB	gsmin:rankachite  gsmin:mindaturi  <https://www.mindat.org/1:1:3361:5> .
gsmin:ferrimolybdite	Ferrimolybdite	1496	1:1:1496:6	7	GB	30	s07_GB	gkosg:s07_GB	gsmin:ferrimolybdite  gsmin:mindaturi  <https://www.mindat.org/1:1:1496:6> .
gsmin:anthoinite	Anthoinite	252	1:1:252:7	7	GB	35	s07_GB	gkosg:s07_GB	gsmin:anthoinite  gsmin:mindaturi  <https://www.mindat.org/1:1:252:7> .
gsmin:mpororoite	Mpororoite	2800	1:1:2800:0	7	GB	35	s07_GB	gkosg:s07_GB	gsmin:mpororoite  gsmin:mindaturi  <https://www.mindat.org/1:1:2800:0> .
gsmin:obradovicite-nacu	Obradovicite-NaCu	41948	1:1:41948:0	7	GB	40	s07_GB	gkosg:s07_GB	gsmin:obradovicite-nacu  gsmin:mindaturi  <https://www.mindat.org/1:1:41948:0> .
gsmin:obradovicite-nana	Obradovicite-NaNa	41949	1:1:41949:9	7	GB	40	s07_GB	gkosg:s07_GB	gsmin:obradovicite-nana  gsmin:mindaturi  <https://www.mindat.org/1:1:41949:9> .
gsmin:mendozavilite-nafe	Mendozavilite-NaFe	2642	1:1:2642:6	7	GB	45	s07_GB	gkosg:s07_GB	gsmin:mendozavilite-nafe  gsmin:mindaturi  <https://www.mindat.org/1:1:2642:6> .
gsmin:paramendozavilite	Paramendozavilite	3099	1:1:3099:7	7	GB	45	s07_GB	gkosg:s07_GB	gsmin:paramendozavilite  gsmin:mindaturi  <https://www.mindat.org/1:1:3099:7> .
gsmin:mendozavilite-nacu	Mendozavilite-NaCu	41946	1:1:41946:2	7	GB	45?	s07_GB	gkosg:s07_GB	gsmin:mendozavilite-nacu  gsmin:mindaturi  <https://www.mindat.org/1:1:41946:2> .
gsmin:tancaite-ce	Tancaite-(Ce)	40045	1:1:40045:5	7	GB	50	s07_GB	gkosg:s07_GB	gsmin:tancaite-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:40045:5> .
gsmin:sedovite	Sedovite	3602	1:1:3602:9	7	HA	5	s07_HA	gkosg:s07_HA	gsmin:sedovite  gsmin:mindaturi  <https://www.mindat.org/1:1:3602:9> .
gsmin:cousinite	Cousinite	1143	1:1:1143:9	7	HA	10	s07_HA	gkosg:s07_HA	gsmin:cousinite  gsmin:mindaturi  <https://www.mindat.org/1:1:1143:9> .
gsmin:moluranite	Moluranite	2744	1:1:2744:7	7	HA	15	s07_HA	gkosg:s07_HA	gsmin:moluranite  gsmin:mindaturi  <https://www.mindat.org/1:1:2744:7> .
